date,open,high,low,price,volume,return,log_return,range,vol_7p,vol_24p,ma_24,ma_168,price_ma_ratio,tx_count,hashrate,fees_btc,mempool_size,miners_revenue,difficulty
2021-04-23 00:00:00+00:00,51690.95,52131.85,47700.0,47942.44,69766.991522,-0.07251790255007828,-0.07528178662761692,4431.8499999999985,0.03463017997890267,0.028334369333695035,56988.39333333333,55773.94845238095,0.841266742151823,295731.0,158255998.5553371,269.6867531700001,73854030.34375,55567384.88797259,23581981443664.0
2021-04-23 08:00:00+00:00,47936.0,50300.0,47500.0,49836.62,39943.391777,0.03950946176289727,0.03874893049951496,2800.0,0.04188712825688116,0.03010774177555605,56451.786666666674,55787.293511904754,0.882817408318225,295731.0,158255998.5553371,269.6867531700001,73292002.375,55567384.88797259,23581981443664.0
2021-04-23 16:00:00+00:00,49836.63,51301.34,49470.26,51125.14,22520.39742,0.025854883417053554,0.025526297580450722,1831.0799999999945,0.04327715722971147,0.03078217256147037,55950.335,55816.15226190476,0.9137593188673491,295731.0,158255998.5553371,269.6867531700001,72436764.390625,55567384.88797259,23581981443664.0
2021-04-24 00:00:00+00:00,51110.56,51166.22,49304.06,49805.2,18052.48753,-0.025817826611330585,-0.026156956495380093,1862.1600000000035,0.041829617969684006,0.030734879458665577,55466.60041666666,55831.90625,0.897931360960685,290690.0,169978665.11499172,168.4008953499999,72523435.953125,53877732.96517578,23581981443664.0
2021-04-24 08:00:00+00:00,49798.96,50360.63,48657.14,50212.03,24209.854846,0.008168424180607703,0.008135243172380104,1703.489999999998,0.04193554550346151,0.030846492961219257,54994.11749999999,55853.831190476194,0.9130436541690119,290690.0,169978665.11499172,168.4008953499999,75841036.859375,53877732.96517578,23581981443664.0
2021-04-24 16:00:00+00:00,50210.01,51000.0,49650.0,50047.84,13099.170197,-0.0032699335199154467,-0.0032752914357351065,1350.0,0.04123252047048561,0.030848124284208547,54523.82750000001,55877.291964285716,0.9179076799037997,290690.0,169978665.11499172,168.4008953499999,77715796.703125,53877732.96517578,23581981443664.0
2021-04-25 00:00:00+00:00,50047.84,50452.85,49600.0,49683.94,6426.895747,-0.007271043065994354,-0.007297605937806909,852.8499999999985,0.036757553305015726,0.030533387381046738,54005.86708333334,55908.73904761905,0.9199730081795665,241041.0,165289598.49112985,116.28734278999998,69669194.59375,49453312.869487576,23581981443664.0
2021-04-25 08:00:00+00:00,49683.95,50567.91,49161.94,50257.97,21112.228161,0.011553632823805726,0.011487399278621883,1405.9700000000012,0.021681812145974137,0.03046421652979451,53588.92166666666,55949.61303571429,0.9378425323169252,241041.0,165289598.49112985,116.28734278999998,80973907.953125,49453312.869487576,23581981443664.0
2021-04-25 16:00:00+00:00,50257.97,50434.0,46930.0,49066.77,30716.521096,-0.023701713379987388,-0.023987117724895007,3504.0,0.018844136094654396,0.03064396232824431,53133.09291666667,55973.0125,0.9234691094861681,241041.0,165289598.49112985,116.28734278999998,83542501.953125,49453312.869487576,23581981443664.0
2021-04-26 00:00:00+00:00,49066.76,53080.0,48753.44,52801.37,34306.032225,0.07611261144762538,0.07335511374258652,4326.559999999998,0.034405435598530335,0.032782489945544994,52992.3025,56011.781488095236,0.9963969767118537,240687.0,133638398.78006244,167.75160734,87342881.28125,47389587.56067316,23581981443664.0
2021-04-26 08:00:00+00:00,52801.37,53950.0,52275.0,53571.12,25545.239688,0.014578220224210181,0.014472979553212771,1675.0,0.031628975961258854,0.03286640721317234,52913.91375,56037.87148809524,1.0124202918178586,240687.0,133638398.78006244,167.75160734,86313723.65625,47389587.56067316,23581981443664.0
2021-04-26 16:00:00+00:00,53571.13,54356.62,52600.36,54001.39,26459.530211,0.008031752929563485,0.007999670075219241,1756.260000000002,0.03163097195237872,0.03279825538281677,52824.38791666667,56064.1474404762,1.022281414508581,240687.0,133638398.78006244,167.75160734,77927411.4375,47389587.56067316,23581981443664.0
2021-04-27 00:00:00+00:00,54001.38,54933.74,53222.0,54545.01,18287.753126,0.010066777910716862,0.01001644541083657,1711.739999999998,0.03103391493649851,0.032555988693392005,52708.62375,56101.13196428571,1.0348403376781394,298109.0,166461865.14709532,162.30784332000005,75273340.25,57182089.25851064,23581981443664.0
2021-04-27 08:00:00+00:00,54545.0,55300.0,54248.92,54981.87,22012.409227,0.008009165274696972,0.007977262142261632,1051.0800000000017,0.02990645611362024,0.031070824717609517,52725.150833333326,56138.66642857142,1.0428015687200265,298109.0,166461865.14709532,162.30784332000005,90145745.140625,57182089.25851064,23581981443664.0
2021-04-27 16:00:00+00:00,54981.86,55460.0,54258.4,55011.97,13763.872322,0.0005474531877507349,0.0005473033899233843,1201.5999999999985,0.0304000301898316,0.030822046836603462,52699.268749999996,56177.781428571434,1.0438848831275294,298109.0,166461865.14709532,162.30784332000005,89274952.59375,57182089.25851064,23581981443664.0
2021-04-28 00:00:00+00:00,55011.97,55738.0,53813.16,54255.98,20184.375395,-0.013742281907010434,-0.013837581156359774,1924.8399999999965,0.028552321709321742,0.030612042665975624,52692.82749999999,56204.585059523815,1.029665375235368,277126.0,166461865.14709532,135.93910763999997,82781095.859375,56029341.15713478,23581981443664.0
2021-04-28 08:00:00+00:00,54255.98,55327.0,53917.64,54338.14,16858.525089,0.0015143031238213922,0.0015131577230228553,1409.3600000000006,0.009253611091773566,0.03041356775202001,52651.78375,56225.83970238095,1.0320284732993494,277126.0,166461865.14709532,135.93910763999997,86500914.1875,56029341.15713478,23581981443664.0
2021-04-28 16:00:00+00:00,54338.14,56428.0,54002.0,54846.22,18087.558531,0.009350338454720886,0.009306894639727148,2426.0,0.008446899114538133,0.03018377947215691,52586.00125,56252.60666666667,1.0429813771017624,277126.0,166461865.14709532,135.93910763999997,89877565.234375,56029341.15713478,23581981443664.0
2021-04-29 00:00:00+00:00,54846.23,55195.84,53482.22,54465.14,15860.702095,-0.006948154312184207,-0.006972405133942309,1713.6199999999953,0.008958968750041832,0.0299421490083816,52551.04708333333,56280.99148809524,1.0364234972070372,259465.0,143016532.0277861,144.83508448,87812796.359375,48848197.60179543,23581981443664.0
2021-04-29 08:00:00+00:00,54465.27,54739.43,53303.68,53703.11,19047.81539,-0.013991151037158756,-0.014089949812429121,1435.75,0.009607112101518099,0.029878012100597606,52448.93708333333,56306.53023809524,1.0239122656513322,259465.0,143016532.0277861,144.83508448,89441405.125,48848197.60179543,23581981443664.0
2021-04-29 16:00:00+00:00,53703.11,53816.19,52330.94,53555.0,17577.50197,-0.002757940834339001,-0.002761750960175356,1485.25,0.008502274470356687,0.028599162294261342,52439.24416666667,56337.36898809524,1.021277115089362,259465.0,143016532.0277861,144.83508448,81517482.671875,48848197.60179543,23581981443664.0
2021-04-30 00:00:00+00:00,53555.0,54558.8,53013.01,54343.11,17801.82856,0.014715899542526278,0.014608671385349133,1545.7900000000009,0.011005109054965472,0.028725268546791263,52447.499166666676,56378.81607142857,1.0361430166061778,289389.0,169978665.11499172,143.19592537000008,75801581.171875,59389761.303177826,23581981443664.0
2021-04-30 08:00:00+00:00,54343.11,57258.15,54051.11,57180.06,29678.583839,0.05220441008988996,0.05088740160961635,3207.040000000001,0.021852878444852137,0.03056883584510779,52552.85,56434.24827380953,1.0880486976443713,289389.0,169978665.11499172,143.19592537000008,87945903.5625,59389761.303177826,23581981443664.0
2021-04-30 16:00:00+00:00,57180.05,57963.0,56277.39,57694.27,21098.497646,0.008992820224392961,0.00895262561215392,1685.6100000000006,0.021680665341417344,0.028112628469189722,52802.987916666665,56487.477797619045,1.092632676223791,289389.0,169978665.11499172,143.19592537000008,85768582.9375,59389761.303177826,23581981443664.0
2021-05-01 00:00:00+00:00,57697.25,58458.07,57421.05,57725.14,16826.836648,0.0005350618007646801,0.0005349187062400288,1037.0199999999968,0.02189797347508393,0.022813822410439805,53210.600416666675,56540.483869047624,1.084842861158907,262991.0,158954589.9843886,102.11686869999997,87669573.828125,56995422.307202466,23004465874892.836
2021-05-01 08:00:00+00:00,57725.14,58043.01,56956.14,57356.58,14566.666455,-0.00638473982046639,-0.006405209447097173,1086.8700000000026,0.021836813514001078,0.021966448713073124,53523.932083333326,56600.53565476191,1.0716062472895207,262991.0,158954589.9843886,102.11686869999997,90988422.359375,56995422.307202466,23004465874892.836
2021-05-01 16:00:00+00:00,57356.59,57998.97,57218.0,57800.37,11206.848733,0.007737386015693515,0.007707605959071009,780.9700000000012,0.019692479986870775,0.021565619535069868,53802.06666666667,56653.62,1.0743150510946915,262991.0,158954589.9843886,102.11686869999997,89763969.5625,56995422.307202466,23004465874892.836
2021-05-02 00:00:00+00:00,57797.35,57911.02,56171.31,56633.02,13347.559956,-0.020196237498133818,-0.020402969713729104,1739.7099999999991,0.022573929900466104,0.02124053225646319,54086.55916666667,56692.78869047619,1.0470812133840213,235214.0,189527186.50027975,84.96037570000003,84222722.40625,70637245.5046327,20608845737768.0
2021-05-02 08:00:00+00:00,56633.03,57286.96,56035.25,56595.2,13155.237605,-0.0006678082856962364,-0.0006680313689728948,1251.7099999999991,0.02258600555156571,0.021270227101449816,54352.52458333334,56728.56232142857,1.041261660499839,235214.0,189527186.50027975,84.96037570000003,77508559.796875,70637245.5046327,20608845737768.0
2021-05-02 16:00:00+00:00,56595.2,57141.05,56212.0,56578.21,10310.081302,-0.0003002021372836561,-0.0003002472069655065,929.0500000000029,0.009790347358544423,0.0212273508198947,54624.62333333333,56761.93410714286,1.0357638469147035,235214.0,189527186.50027975,84.96037570000003,79915737.765625,70637245.5046327,20608845737768.0
2021-05-03 00:00:00+00:00,56578.21,58848.0,56525.0,58787.87,18743.263284,0.03905496480005288,0.03831161235408767,2323.0,0.018160162364759477,0.022118958245333213,55003.95375000001,56815.69976190476,1.0687935319558732,287007.0,181331416.27324066,110.91693739,78970941.71875,71252796.33298717,20608845737768.0
2021-05-03 08:00:00+00:00,58787.88,58981.44,57260.0,57601.83,20603.888015,-0.020174910232331977,-0.02038120307584971,1721.4400000000023,0.020171140494407585,0.02278939641528907,55309.947916666664,56854.66904761905,1.0414370681886453,287007.0,181331416.27324066,110.91693739,84202831.09375,71252796.33298717,20608845737768.0
2021-05-03 16:00:00+00:00,57603.33,58170.0,56435.0,57169.39,18302.779987,-0.007507400372522954,-0.0075357227433233325,1735.0,0.020233498442137243,0.022102961148218202,55647.55708333334,56883.20607142857,1.0273477039501964,287007.0,181331416.27324066,110.91693739,83018330.015625,71252796.33298717,20608845737768.0
2021-05-04 00:00:00+00:00,57169.39,57200.0,54580.0,55917.97,25496.769485,-0.02188968607151487,-0.02213281988034677,2620.0,0.021341956254403008,0.017218569738708934,55777.41541666666,56897.31958333333,1.002519919259137,300824.0,185429301.3867602,99.39665193,61328132.0625,68034176.30412355,20608845737768.0
2021-05-04 08:00:00+00:00,55917.98,56637.89,53526.0,53799.33,36181.7433,-0.03788835681982017,-0.03862478184823229,3111.8899999999994,0.024343557878208154,0.01887379188512507,55786.92416666667,56895.54761904762,0.9643716839320875,300824.0,185429301.3867602,99.39665193,65753510.5,68034176.30412355,20608845737768.0
2021-05-04 16:00:00+00:00,53802.54,54824.0,53046.69,53200.01,23646.113118,-0.011139915682964796,-0.011202429241088475,1777.3099999999977,0.024207132062049337,0.018939965962742333,55753.53333333333,56885.520892857145,0.9541997936154719,300824.0,185429301.3867602,99.39665193,74471265.984375,68034176.30412355,20608845737768.0
2021-05-05 00:00:00+00:00,53205.05,55415.83,52900.0,54858.35,23208.391877,0.03117179865191755,0.030695824181129996,2515.8300000000017,0.028531079705246022,0.0199144860065668,55766.589166666665,56889.598095238085,0.9837135607495688,309774.0,160841990.70564282,99.91162799000006,69322344.640625,61161963.09240894,20608845737768.0
2021-05-05 08:00:00+00:00,54858.35,57712.06,54679.13,57636.74,29294.355101,0.05064661988557795,0.04940580308735356,3032.9300000000003,0.03161935043178457,0.02237067140379249,55877.20875,56897.38339285714,1.0314892473937327,309774.0,160841990.70564282,99.91162799000006,68703781.59375,61161963.09240894,20608845737768.0
2021-05-05 16:00:00+00:00,57635.89,58069.82,56576.04,57436.11,24761.176461,-0.0034809394146857464,-0.0034870119805414275,1493.7799999999988,0.030670348583946714,0.022398731732102405,55978.21458333334,56906.81505952382,1.0260439784926747,309774.0,160841990.70564282,99.91162799000006,72050700.765625,61161963.09240894,20608845737768.0
2021-05-06 00:00:00+00:00,57436.11,57570.0,56331.66,56814.79,19369.433682,-0.010817584965277072,-0.010876520449294134,1238.3399999999965,0.030830267411892678,0.022316965409175875,56084.83166666667,56917.41380952381,1.0130152540649804,311380.0,174160117.3245814,109.52051483999999,65766775.421875,66659326.27502956,20608845737768.0
2021-05-06 08:00:00+00:00,56814.79,58360.0,56763.0,57088.49,24552.855073,0.00481740757996274,0.0048058410044647185,1597.0,0.029357324769135173,0.022323011066678607,56199.42958333334,56921.826309523814,1.0158197409343515,311380.0,174160117.3245814,109.52051483999999,62456213.140625,66659326.27502956,20608845737768.0
2021-05-06 16:00:00+00:00,57088.48,57475.0,55200.0,56393.68,26259.383153,-0.01217075456015737,-0.012245424673019395,2275.0,0.024555914705889477,0.02245911451514758,56263.90708333333,56913.615119047616,1.0023065038209036,311380.0,174160117.3245814,109.52051483999999,66677834.421875,66659326.27502956,20608845737768.0
2021-05-07 00:00:00+00:00,56393.68,57122.17,55241.63,55766.34,22910.947322,-0.011124296197730033,-0.011186633920673162,1880.5400000000009,0.02455399186905678,0.02254261461592369,56318.123750000006,56908.23083333333,0.9902023769035805,307988.0,176209059.88134116,104.36786384,49177704.875,71663298.61460015,20608845737768.0
2021-05-07 08:00:00+00:00,55766.33,57680.0,55570.35,57519.24,25220.213414,0.03143293965499616,0.030949038963025907,2109.6500000000015,0.024596987945149414,0.023109354693186434,56477.12916666667,56911.57779761905,1.018451908740935,307988.0,176209059.88134116,104.36786384,48228251.046875,71663298.61460015,20608845737768.0
2021-05-07 16:00:00+00:00,57519.25,58650.0,56749.75,57314.75,26411.587093,-0.0035551582392256975,-0.0035614928323891622,1900.25,0.015391896333401787,0.023118737581716134,56633.78541666667,56912.13154761904,1.0120239990726971,307988.0,176209059.88134116,104.36786384,58117910.515625,71663298.61460015,20608845737768.0
2021-05-08 00:00:00+00:00,57315.49,58599.99,56900.0,58463.06,18335.420149,0.020035156744119043,0.0198370940983878,1699.989999999998,0.017149655613232898,0.023260165982804972,56805.44999999999,56918.79440476191,1.0291804747607844,274691.0,175184588.60296133,87.22137317000002,67271850.421875,67678884.92096624,20608845737768.0
2021-05-08 08:00:00+00:00,58463.06,59438.64,57472.95,57599.87,29743.899261,-0.014764707834314383,-0.01487479104109647,1965.6900000000023,0.017721977914896287,0.021051039595895046,56822.942083333335,56906.33535714286,1.0136727858182224,274691.0,175184588.60296133,87.22137317000002,78861834.421875,67678884.92096624,20608845737768.0
2021-05-08 16:00:00+00:00,57599.86,59500.0,57560.63,58862.05,21630.586618,0.021912896678412563,0.021676259850365608,1939.3700000000026,0.01926988333272679,0.021438895771904946,56871.599583333336,56892.48809523809,1.034999022908615,274691.0,175184588.60296133,87.22137317000002,81996842.375,67678884.92096624,20608845737768.0
2021-05-09 00:00:00+00:00,58866.53,59300.0,57575.0,57965.59,28027.540369,-0.015229846734865826,-0.015347011978631257,1725.0,0.019740900480145977,0.021695444966252975,56881.618333333325,56877.43327380953,1.0190566249419006,247866.0,190551657.77865964,70.0288271,64098439.453125,71465404.01503558,20608845737768.0
2021-05-09 08:00:00+00:00,57965.59,58400.0,56235.66,57379.58,24795.603032,-0.010109618482275318,-0.010161067723720735,2164.3399999999965,0.01961378710247738,0.02175929490071864,56882.57666666667,56863.73279761904,1.0087373561898538,247866.0,190551657.77865964,70.0288271,51565231.25,71465404.01503558,20608845737768.0
2021-05-09 16:00:00+00:00,57379.58,58439.7,57048.96,58240.84,16982.976509,0.015009869364676298,0.01489833595847397,1390.739999999998,0.016565035677282722,0.021918281361807686,56900.92958333334,56859.40261904762,1.0235481287648265,247866.0,190551657.77865964,70.0288271,44383393.9375,71465404.01503558,20608845737768.0
2021-05-10 00:00:00+00:00,58240.83,59500.0,58009.96,58370.17,20791.208403,0.002220606708282391,0.0022181448051447317,1490.0400000000009,0.016390968886737026,0.021469041810839563,56973.31083333333,56862.8574404762,1.024517781154635,303297.0,184404830.1083803,101.01711433999999,36098644.75,71072062.4963203,20608845737768.0
2021-05-10 08:00:00+00:00,58370.17,58593.79,56700.0,58296.36,28975.495171,-0.0012645157620749803,-0.0012653159367580445,1893.7900000000009,0.014511162917008665,0.021471980639318516,57044.192500000005,56875.19214285714,1.021950832242914,303297.0,184404830.1083803,101.01711433999999,44217813.890625,71072062.4963203,20608845737768.0
2021-05-10 16:00:00+00:00,58296.35,58593.7,53400.0,55816.14,39819.645676,-0.04254502339425659,-0.04347658085457441,5193.699999999997,0.021321402558394185,0.023277618862209387,57012.43958333333,56876.447738095245,0.9790168673349833,303297.0,184404830.1083803,101.01711433999999,44309006.84375,71072062.4963203,20608845737768.0
2021-05-11 00:00:00+00:00,55816.14,56435.48,54370.0,55740.09,23788.298628,-0.001362509123705169,-0.0013634381832585592,2065.480000000003,0.01813082839514229,0.021715755800202886,56885.44875,56879.42559523809,0.9798655231668537,312115.0,176209059.88134116,81.79323145000001,36452831.875,64607298.400094174,20608845737768.0
2021-05-11 08:00:00+00:00,55737.89,56190.0,54766.44,56052.82,24895.686187,0.0056105040375786785,0.005594823781886767,1423.5599999999977,0.01838070214397478,0.021412729580551914,56820.90666666667,56880.663095238095,0.9864823229384113,312115.0,176209059.88134116,81.79323145000001,28029060.09375,64607298.400094174,20608845737768.0
2021-05-11 16:00:00+00:00,56052.83,56862.43,55750.0,56670.02,15645.555735,0.011011042798560355,0.010950862628099434,1112.4300000000003,0.019053330414075767,0.021498378899883343,56800.09958333333,56879.28970238095,0.9977098705057288,312115.0,176209059.88134116,81.79323145000001,29406002.828125,64607298.400094174,20608845737768.0
2021-05-12 00:00:00+00:00,56670.02,58000.01,56555.12,57101.07,19815.689346,0.007606314591030783,0.007577532438799431,1444.8899999999994,0.0181611334202973,0.02103943826669625,56849.395416666666,56886.90910714286,1.0044270406305773,300452.0,176209059.88134116,76.98423673000005,19268564.796875,64585949.4848341,20608845737768.0
2021-05-12 08:00:00+00:00,57101.08,57195.5,55232.56,55479.13,28344.909898,-0.02840472166283403,-0.028815941543608038,1962.9400000000023,0.02034304709259487,0.02035352879360718,56919.38708333333,56890.17773809525,0.9746965461658132,300452.0,176209059.88134116,76.98423673000005,23333977.375,64585949.4848341,20608845737768.0
2021-05-12 16:00:00+00:00,55479.13,55677.31,48600.0,49631.32,51682.190592,-0.10540558224326879,-0.11138482793497134,7077.309999999998,0.04198031524335963,0.029798615703918167,56770.69166666666,56834.929821428566,0.8742419467321975,300452.0,176209059.88134116,76.98423673000005,36098383.875,64585949.4848341,20608845737768.0
2021-05-13 00:00:00+00:00,49537.15,51367.19,46000.0,50879.72,58910.800875,0.025153471638473368,0.02484232980996813,5367.190000000002,0.04417925867638595,0.029527481367131014,56604.91541666666,56790.43321428571,0.8988569212669304,276472.0,185896531.25400168,71.87171985999998,35522773.40625,53650242.51126909,23227330060562.566
2021-05-13 08:00:00+00:00,50879.73,50950.0,48457.12,49627.64,45446.03116,-0.02460862599086633,-0.02491647928728869,2492.8799999999974,0.04409755594355948,0.02754549430656669,56271.20291666667,56731.46869047619,0.8819367176759083,276472.0,185896531.25400168,71.87171985999998,31888793.75,53650242.51126909,23227330060562.566
2021-05-13 16:00:00+00:00,49627.63,50429.99,47000.0,49670.97,42975.170086,0.0008731021664540872,0.0008727212344697892,3429.989999999998,0.043753205472795244,0.027575992028993704,55947.65541666667,56683.98541666666,0.8878114664516065,276472.0,185896531.25400168,71.87171985999998,34672174.890625,53650242.51126909,23227330060562.566
2021-05-14 00:00:00+00:00,49671.92,50390.7,48799.75,49987.2,27897.212145,0.006366495359361624,0.006346314835301074,1590.949999999997,0.0433037421023938,0.027659038258179364,55663.17249999999,56637.27803571429,0.8980300215550956,266055.0,166839065.28467855,73.24686827,29748085.8125,45652932.824427664,25046487590083.0
2021-05-14 08:00:00+00:00,49987.19,51483.0,49880.0,51211.98,28782.750408,0.02450187247935487,0.024206516395835164,1603.0,0.04532224835076072,0.028246493704203655,55418.31791666666,56591.09041666667,0.9240984195335595,266055.0,166839065.28467855,73.24686827,43172144.4375,45652932.824427664,25046487590083.0
2021-05-14 16:00:00+00:00,51211.98,51322.41,49030.0,49841.45,23402.241753,-0.026761902195541087,-0.027126521896472657,2292.4100000000035,0.0452424502781875,0.028582402103360882,55145.30833333333,56542.34898809524,0.903820315931984,266055.0,166839065.28467855,73.24686827,54581966.046875,45652932.824427664,25046487590083.0
2021-05-15 00:00:00+00:00,49844.16,50700.0,48400.0,48469.28,25292.64638,-0.02753069984922185,-0.02791677195616601,2300.0,0.023398270592195437,0.028936110888544853,54841.26416666666,56483.22321428572,0.8838104069355197,232099.0,153143321.1195184,62.45768819000001,42685648.328125,41386831.59001042,25046487590083.0
2021-05-15 08:00:00+00:00,48469.71,49697.63,47721.84,48982.99,31049.855931,0.010598671983574004,0.010542899787705033,1975.7900000000009,0.020987029677029027,0.02808272679581028,54485.587083333325,56422.14267857142,0.8990082078969371,232099.0,153143321.1195184,62.45768819000001,43551560.359375,41386831.59001042,25046487590083.0
2021-05-15 16:00:00+00:00,48983.0,48994.27,46555.0,46762.99,33094.947048,-0.04532185560742619,-0.04638101688439898,2439.269999999997,0.025210965137035794,0.029179455148356116,54045.93041666666,56354.6469047619,0.8652453503803359,232099.0,153143321.1195184,62.45768819000001,43824053.90625,41386831.59001042,25046487590083.0
2021-05-16 00:00:00+00:00,46762.99,49500.0,46467.0,49375.28,23603.134757,0.05586233899928139,0.05435781599022758,3033.0,0.03512185996095517,0.031501071282720824,53667.27291666667,56309.42428571428,0.9200258801424254,219435.0,164348929.98192218,52.094144130000025,35026168.921875,41709082.876608536,25046487590083.0
2021-05-16 08:00:00+00:00,49375.28,49795.89,47566.01,47727.26,25122.968578,-0.033377430973555944,-0.03394717096473144,2229.8799999999974,0.037020689432935266,0.03193883768804962,53255.91416666666,56253.28273809524,0.8961870385068501,219435.0,164348929.98192218,52.094144130000025,30563028.421875,41709082.876608536,25046487590083.0
2021-05-16 16:00:00+00:00,47727.26,48097.59,43825.39,46431.5,65543.70944,-0.027149264382660965,-0.027524614918315322,4272.199999999997,0.03502039358633562,0.03155559571193456,52737.97458333333,56188.28238095239,0.8804187185200254,219435.0,164348929.98192218,52.094144130000025,31263065.546875,41709082.876608536,25046487590083.0
2021-05-17 00:00:00+00:00,46426.83,46686.0,42196.97,45149.18,68729.316617,-0.027617457975727677,-0.028005990193444536,4489.029999999999,0.03507631730319629,0.03175672481449162,52203.9575,56114.31023809525,0.8648612511800471,250910.0,150653185.81676203,76.18906998,40741035.5625,36875391.36590077,25046487590083.0
2021-05-17 08:00:00+00:00,45143.28,45800.0,43156.0,43362.75,46989.496825,-0.03956727453300368,-0.04037134038529752,2644.0,0.03615685894484173,0.03233086526035408,51619.92291666666,56032.64208333334,0.8400390304728517,250910.0,150653185.81676203,76.18906998,47129605.78125,36875391.36590077,25046487590083.0
2021-05-17 16:00:00+00:00,43357.0,44939.2,42001.0,43538.04,50938.359294,0.004042409671895841,0.004034261086483427,2938.199999999997,0.03545453941051586,0.03202198888518034,51007.306249999994,55969.872976190476,0.8535647773008991,250910.0,150653185.81676203,76.18906998,53472353.1875,36875391.36590077,25046487590083.0
2021-05-18 00:00:00+00:00,43538.02,45799.29,43150.79,45172.7,36471.350002,0.037545557861584866,0.03685788335053718,2648.5,0.03784886658683627,0.03346168901031027,50457.41166666666,55916.36916666668,0.8952639167942523,221018.0,124506765.13781983,67.16487364999998,53780405.84375,30628667.240716435,25046487590083.0
2021-05-18 08:00:00+00:00,45172.69,45662.14,42507.0,42969.47,42676.01319,-0.048773484870286654,-0.05000305854231897,3155.1399999999994,0.02995745176202404,0.034312417655310457,49818.79125,55843.77559523809,0.8625153064106107,221018.0,124506765.13781983,67.16487364999998,55916161.375,30628667.240716435,25046487590083.0
2021-05-18 16:00:00+00:00,42969.46,43825.65,42250.02,42849.78,37832.497592,-0.0027854660529906816,-0.0027893526826179293,1575.6300000000047,0.02978752249467761,0.03373107375818709,49278.526249999995,55775.37613095239,0.8695426438407339,221018.0,124506765.13781983,67.16487364999998,66045573.640625,30628667.240716435,25046487590083.0
