date,open,high,low,price,volume,return,log_return,range,vol_7p,vol_24p,ma_24,ma_168,price_ma_ratio,tx_count,hashrate,fees_btc,mempool_size,miners_revenue,difficulty,fg_score
2021-04-23 00:00:00+00:00,51690.95,52131.85,47700.0,47942.44,69766.991522,-0.0725179025500782,-0.0752817866276169,4431.849999999999,0.0346301799789026,0.028334369333695,56988.39333333333,55773.94845238095,0.841266742151823,295731.0,158255998.5553371,269.6867531700001,73854030.34375,55567384.88797259,23581981443664.0,32.0
2021-04-23 08:00:00+00:00,47936.0,50300.0,47500.0,49836.62,39943.391777,0.0395094617628972,0.0387489304995149,2800.0,0.0418871282568811,0.030107741775556,56451.786666666674,55787.293511904754,0.882817408318225,295731.0,158255998.5553371,269.6867531700001,73292002.375,55567384.88797259,23581981443664.0,32.0
2021-04-23 16:00:00+00:00,49836.63,51301.34,49470.26,51125.14,22520.39742,0.0258548834170535,0.0255262975804507,1831.0799999999945,0.0432771572297114,0.0307821725614703,55950.335,55816.15226190476,0.9137593188673492,295731.0,158255998.5553371,269.6867531700001,72436764.390625,55567384.88797259,23581981443664.0,32.0
2021-04-24 00:00:00+00:00,51110.56,51166.22,49304.06,49805.2,18052.48753,-0.0258178266113305,-0.02615695649538,1862.1600000000035,0.041829617969684,0.0307348794586655,55466.60041666666,55831.90625,0.897931360960685,290690.0,169978665.11499172,168.4008953499999,72523435.953125,53877732.96517578,23581981443664.0,32.0
2021-04-24 08:00:00+00:00,49798.96,50360.63,48657.14,50212.03,24209.854846,0.0081684241806077,0.0081352431723801,1703.489999999998,0.0419355455034615,0.0308464929612192,54994.11749999999,55853.831190476194,0.913043654169012,290690.0,169978665.11499172,168.4008953499999,75841036.859375,53877732.96517578,23581981443664.0,32.0
2021-04-24 16:00:00+00:00,50210.01,51000.0,49650.0,50047.84,13099.170197,-0.0032699335199154,-0.0032752914357351,1350.0,0.0412325204704856,0.0308481242842085,54523.82750000001,55877.29196428572,0.9179076799037996,290690.0,169978665.11499172,168.4008953499999,77715796.703125,53877732.96517578,23581981443664.0,32.0
2021-04-25 00:00:00+00:00,50047.84,50452.85,49600.0,49683.94,6426.895747,-0.0072710430659943,-0.0072976059378069,852.8499999999985,0.0367575533050157,0.0305333873810467,54005.86708333334,55908.73904761905,0.9199730081795664,241041.0,165289598.49112985,116.28734278999998,69669194.59375,49453312.869487576,23581981443664.0,32.0
2021-04-25 08:00:00+00:00,49683.95,50567.91,49161.94,50257.97,21112.228161,0.0115536328238057,0.0114873992786218,1405.9700000000012,0.0216818121459741,0.0304642165297945,53588.92166666666,55949.61303571429,0.9378425323169252,241041.0,165289598.49112985,116.28734278999998,80973907.953125,49453312.869487576,23581981443664.0,32.0
2021-04-25 16:00:00+00:00,50257.97,50434.0,46930.0,49066.77,30716.521096,-0.0237017133799873,-0.023987117724895,3504.0,0.0188441360946543,0.0306439623282443,53133.09291666667,55973.0125,0.923469109486168,241041.0,165289598.49112985,116.28734278999998,83542501.953125,49453312.869487576,23581981443664.0,32.0
2021-04-26 00:00:00+00:00,49066.76,53080.0,48753.44,52801.37,34306.032225,0.0761126114476253,0.0733551137425865,4326.559999999998,0.0344054355985303,0.0327824899455449,52992.3025,56011.78148809524,0.9963969767118536,240687.0,133638398.78006244,167.75160734,87342881.28125,47389587.56067316,23581981443664.0,32.0
2021-04-26 08:00:00+00:00,52801.37,53950.0,52275.0,53571.12,25545.239688,0.0145782202242101,0.0144729795532127,1675.0,0.0316289759612588,0.0328664072131723,52913.91375,56037.87148809524,1.0124202918178586,240687.0,133638398.78006244,167.75160734,86313723.65625,47389587.56067316,23581981443664.0,32.0
2021-04-26 16:00:00+00:00,53571.13,54356.62,52600.36,54001.39,26459.530211,0.0080317529295634,0.0079996700752192,1756.260000000002,0.0316309719523787,0.0327982553828167,52824.38791666667,56064.1474404762,1.022281414508581,240687.0,133638398.78006244,167.75160734,77927411.4375,47389587.56067316,23581981443664.0,32.0
2021-04-27 00:00:00+00:00,54001.38,54933.74,53222.0,54545.01,18287.753126,0.0100667779107168,0.0100164454108365,1711.739999999998,0.0310339149364985,0.032555988693392,52708.62375,56101.13196428571,1.0348403376781394,298109.0,166461865.14709532,162.30784332000005,75273340.25,57182089.25851064,23581981443664.0,32.0
2021-04-27 08:00:00+00:00,54545.0,55300.0,54248.92,54981.87,22012.409227,0.0080091652746969,0.0079772621422616,1051.0800000000015,0.0299064561136202,0.0310708247176095,52725.150833333326,56138.66642857142,1.0428015687200265,298109.0,166461865.14709532,162.30784332000005,90145745.140625,57182089.25851064,23581981443664.0,32.0
2021-04-27 16:00:00+00:00,54981.86,55460.0,54258.4,55011.97,13763.872322,0.0005474531877507,0.0005473033899233,1201.5999999999983,0.0304000301898316,0.0308220468366034,52699.26875,56177.78142857144,1.0438848831275294,298109.0,166461865.14709532,162.30784332000005,89274952.59375,57182089.25851064,23581981443664.0,32.0
2021-04-28 00:00:00+00:00,55011.97,55738.0,53813.16,54255.98,20184.375395,-0.0137422819070104,-0.0138375811563597,1924.8399999999965,0.0285523217093217,0.0306120426659756,52692.82749999999,56204.585059523815,1.029665375235368,277126.0,166461865.14709532,135.93910763999995,82781095.859375,56029341.15713478,23581981443664.0,32.0
2021-04-28 08:00:00+00:00,54255.98,55327.0,53917.64,54338.14,16858.525089,0.0015143031238213,0.0015131577230228,1409.3600000000006,0.0092536110917735,0.03041356775202,52651.78375,56225.83970238095,1.0320284732993494,277126.0,166461865.14709532,135.93910763999995,86500914.1875,56029341.15713478,23581981443664.0,32.0
2021-04-28 16:00:00+00:00,54338.14,56428.0,54002.0,54846.22,18087.558531,0.0093503384547208,0.0093068946397271,2426.0,0.0084468991145381,0.0301837794721569,52586.00125,56252.60666666667,1.0429813771017624,277126.0,166461865.14709532,135.93910763999995,89877565.234375,56029341.15713478,23581981443664.0,32.0
2021-04-29 00:00:00+00:00,54846.23,55195.84,53482.22,54465.14,15860.702095,-0.0069481543121842,-0.0069724051339423,1713.6199999999951,0.0089589687500418,0.0299421490083816,52551.04708333333,56280.99148809524,1.0364234972070372,259465.0,143016532.0277861,144.83508448,87812796.359375,48848197.60179543,23581981443664.0,32.0
2021-04-29 08:00:00+00:00,54465.27,54739.43,53303.68,53703.11,19047.81539,-0.0139911510371587,-0.0140899498124291,1435.75,0.009607112101518,0.0298780121005976,52448.93708333333,56306.53023809524,1.0239122656513322,259465.0,143016532.0277861,144.83508448,89441405.125,48848197.60179543,23581981443664.0,32.0
2021-04-29 16:00:00+00:00,53703.11,53816.19,52330.94,53555.0,17577.50197,-0.002757940834339,-0.0027617509601753,1485.25,0.0085022744703566,0.0285991622942613,52439.24416666667,56337.36898809524,1.021277115089362,259465.0,143016532.0277861,144.83508448,81517482.671875,48848197.60179543,23581981443664.0,32.0
2021-04-30 00:00:00+00:00,53555.0,54558.8,53013.01,54343.11,17801.82856,0.0147158995425262,0.0146086713853491,1545.7900000000009,0.0110051090549654,0.0287252685467912,52447.49916666668,56378.81607142857,1.0361430166061778,289389.0,169978665.11499172,143.19592537000008,75801581.171875,59389761.30317783,23581981443664.0,32.0
2021-04-30 08:00:00+00:00,54343.11,57258.15,54051.11,57180.06,29678.583839,0.0522044100898899,0.0508874016096163,3207.040000000001,0.0218528784448521,0.0305688358451077,52552.85,56434.24827380953,1.0880486976443713,289389.0,169978665.11499172,143.19592537000008,87945903.5625,59389761.30317783,23581981443664.0,32.0
2021-04-30 16:00:00+00:00,57180.05,57963.0,56277.39,57694.27,21098.497646,0.0089928202243929,0.0089526256121539,1685.6100000000006,0.0216806653414173,0.0281126284691897,52802.987916666665,56487.477797619045,1.092632676223791,289389.0,169978665.11499172,143.19592537000008,85768582.9375,59389761.30317783,23581981443664.0,32.0
2021-05-01 00:00:00+00:00,57697.25,58458.07,57421.05,57725.14,16826.836648,0.0005350618007646,0.00053491870624,1037.0199999999968,0.0218979734750839,0.0228138224104398,53210.60041666668,56540.48386904762,1.084842861158907,262991.0,158954589.9843886,102.11686869999996,87669573.828125,56995422.30720247,23004465874892.84,32.0
2021-05-01 08:00:00+00:00,57725.14,58043.01,56956.14,57356.58,14566.666455,-0.0063847398204663,-0.0064052094470971,1086.8700000000026,0.021836813514001,0.0219664487130731,53523.932083333326,56600.53565476191,1.0716062472895207,262991.0,158954589.9843886,102.11686869999996,90988422.359375,56995422.30720247,23004465874892.84,32.0
