Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
2024-12-20,74,73.57142857142857,71.35714285714286,1.0,0.0,0,0
2024-12-21,73,73.57142857142857,71.35714285714286,0.0,1.0,0,0
2024-12-22,73,73.42857142857143,71.35714285714286,3.0,0.0,0,0
2024-12-23,70,73.42857142857143,71.28571428571429,-3.0,5.0,0,0
2024-12-24,73,72.71428571428571,71.71428571428571,0.0,9.0,0,0
2024-12-25,73,71.42857142857143,72.07142857142857,-6.0,7.0,0,0
2024-12-26,79,70.42857142857143,71.85714285714286,5.0,9.0,0,1
2024-12-27,74,69.14285714285714,71.14285714285714,2.0,0.0,0,0
2024-12-28,72,69.14285714285714,69.42857142857143,-1.0,-1.0,0,0
2024-12-29,73,69.28571428571429,69.21428571428571,8.0,1.0,0,0
2024-12-30,65,69.14285714285714,68.42857142857143,1.0,-11.0,0,0
2024-12-31,64,70.71428571428571,68.14285714285714,-2.0,-14.0,0,0
2025-01-01,66,72.71428571428571,68.07142857142857,-4.0,-4.0,0,0
2025-01-02,70,73.28571428571429,68.35714285714286,-4.0,1.0,0,0
2025-01-03,74,73.14285714285714,68.71428571428571,1.0,24.0,0,0
2025-01-04,73,69.71428571428571,68.78571428571429,1.0,4.0,0,0
2025-01-05,72,69.14285714285714,69.07142857142857,-4.0,10.0,0,0
2025-01-06,76,67.71428571428571,69.42857142857143,-2.0,15.0,0,1
2025-01-07,78,65.57142857142857,69.42857142857143,8.0,15.0,0,1
2025-01-08,70,63.42857142857143,69.28571428571429,1.0,0.0,0,0
2025-01-09,69,63.42857142857143,70.28571428571429,19.0,-6.0,0,0
2025-01-10,50,64.28571428571429,70.71428571428571,-19.0,-25.0,0,0
2025-01-11,69,67.85714285714286,72.5,7.0,-8.0,0,0
2025-01-12,62,69.0,72.92857142857143,1.0,-15.0,0,0
2025-01-13,61,71.14285714285714,73.71428571428571,-2.0,-15.0,0,0
