Date,Close,High,Low,Open,Volume,MVRV_proxy,exchange_net_flow_proxy,miner_revenue_proxy,Target_Direction
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,1.0,29091471253.285713,0.9392875,0
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,1.0,30328336703.285713,0.9344365234375,0
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,1.0,30655016434.142857,0.9293521484375,0
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,1.0,30011364907.42857,0.9180962890625001,1
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,1.0,30659859587.285713,0.9613423828125001,1
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,1.0,31409863996.57143,0.9729801757812501,1
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,1.0,32137039488.0,0.9795943359375,1
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,1.0,33458380526.0,0.9865119140625,1
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,1.0,34168687342.714287,1.0116673828125,0
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,1.0,35376180423.57143,0.9856611328125,1
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,1.0,36484019805.42857,1.0208236328125,1
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,1.0,37658625942.0,1.0326054687500001,0
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,1.0,39333947035.85714,1.02143798828125,1
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,1.0,40593310750.57143,1.03121162109375,0
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,1.0,41835169474.71429,0.98894248046875,1
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,1.0,42916154566.42857,0.9934433593750001,0
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,1.0,43860690329.0,0.9690142578125001,1
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,1.0,45235399552.42857,1.014199609375,0
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,1.0,45742216106.71429,0.963338671875,0
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,1.0,45109243087.28571,0.96084755859375,1
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,1.0,44765283566.0,0.968644140625,0
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,1.0,43618565040.71429,0.9663181640625,1
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,1.0,43305765820.14286,0.9924515625,0
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,1.0,43174651282.28571,0.96501748046875,0
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,1.0,42495256307.42857,0.9341705078125,0
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,1.0,42984975029.14286,0.88205224609375,0
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,1.0,43062822951.71429,0.8784494140625,0
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,1.0,43587809084.57143,0.8672455078125001,0
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,1.0,43581290140.28571,0.85995087890625,0
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,1.0,42747572788.71429,0.85624541015625,1
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,1.0,42430026754.57143,0.8869669921875001,0
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,1.0,42411663424.85714,0.8787786132812501,0
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,1.0,40172614225.71429,0.8755246093750001,1
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,1.0,39348022640.28571,0.90787626953125,1
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,1.0,38808227670.0,0.9122545898437501,0
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,1.0,38868875930.85714,0.8909954101562501,0
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,1.0,39529438476.71429,0.81081162109375,0
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,1.0,40112198676.57143,0.792364453125,0
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,1.0,40087516558.42857,0.79097294921875,1
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,1.0,40649810306.57143,0.791143017578125,0
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,1.0,42690139256.0,0.49707880859375003,1
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,1.0,47451551602.28571,0.556370703125,0
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,1.0,47442633836.28571,0.52003662109375,1
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,1.0,46589032053.14286,0.539231494140625,0
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,1.0,46364893570.57143,0.501447998046875,1
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,1.0,45851850990.71429,0.522562939453125,1
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,1.0,45736999335.14286,0.52384384765625,1
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,1.0,45311338557.14286,0.619119287109375,1
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,1.0,42495081989.71429,0.61987783203125,0
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,1.0,43400779828.57143,0.618506640625,0
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,1.0,44272461985.85714,0.58302548828125,1
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,1.0,44433017638.71429,0.641631494140625,1
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,1.0,45804341601.14286,0.67348037109375,0
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,1.0,46763099725.71429,0.668106298828125,1
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,1.0,44522966275.0,0.67164404296875,0
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,1.0,41686198027.0,0.6469798339843751,0
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,1.0,40599174458.57143,0.624219384765625,0
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,1.0,38924035343.0,0.592204296875,1
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,1.0,37582568989.42857,0.6429841796875,1
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,1.0,35377505866.57143,0.6438644531250001,1
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,1.0,34771265634.85714,0.66067763671875,1
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,1.0,36534243989.42857,0.679362451171875,0
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,1.0,37161516351.71429,0.6733387207031251,1
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,1.0,36918768163.57143,0.6867527343750001,0
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,1.0,37081156581.42857,0.679112939453125,1
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,1.0,38480478451.42857,0.727178125,0
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,1.0,40117194716.57143,0.717641455078125,1
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,1.0,39719598042.71429,0.73340986328125,0
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,1.0,37884525621.85714,0.730208935546875,0
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,1.0,38548287920.28571,0.68654931640625,0
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,1.0,38267730400.57143,0.68590830078125,1
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,1.0,39160467225.71429,0.6971091796875001,0
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,1.0,37977953516.0,0.684503759765625,0
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,1.0,36530375142.28571,0.6842427734375001,0
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,1.0,35776812496.85714,0.664210986328125,1
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,1.0,37486541525.28571,0.711680419921875,0
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,1.0,35899481893.14286,0.70961845703125,1
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,1.0,36074496527.42857,0.7257665039062501,0
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,1.0,35439016896.42857,0.7189424804687501,0
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,1.0,35314417652.0,0.6881958496093751,0
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,1.0,35097175860.42857,0.68803232421875,1
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,1.0,35234439122.57143,0.711720751953125,1
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,1.0,34765516256.71429,0.7429724609375,1
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,1.0,35068816645.14286,0.755090087890625,1
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,1.0,35139438511.0,0.7569936035156251,1
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,1.0,35390716264.71429,0.76798671875,1
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,1.0,35164292091.71429,0.7795601074218751,1
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,1.0,35249751864.57143,0.780705859375,1
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,1.0,39100023055.57143,0.88010380859375,0
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,1.0,42452001230.57143,0.86585537109375,1
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,1.0,43799410332.14286,0.88647666015625,1
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,1.0,44826959937.28571,0.89885966796875,0
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,1.0,46831478606.28571,0.889746875,1
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,1.0,48196714542.14286,0.8912654296875,1
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,1.0,49619643505.28571,0.90030703125,1
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,1.0,48072619895.0,0.926876171875,1
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,1.0,47236630040.85714,0.9951518554687501,0
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,1.0,48338395475.85714,0.9842666015625,0
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,1.0,49257214498.42857,0.9593896484375001,0
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,1.0,51574856521.71429,0.87564306640625,0
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,1.0,53203579739.71429,0.8601795898437501,1
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,1.0,53059901864.0,0.8804477539062501,1
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,1.0,52515081448.57143,0.92699873046875,1
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,1.0,51845682459.28571,0.97337216796875,0
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,1.0,51328261642.85714,0.9328197265625,1
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,1.0,49842353723.85714,0.9377013671875001,1
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,1.0,46522206770.42857,0.9670739257812501,1
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,1.0,44337532641.0,0.97265751953125,1
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,1.0,43924899987.0,0.97290380859375,0
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,1.0,42637485084.14286,0.9522981445312501,0
