date,open,high,low,price,volume,return,vol_7d,AdrActCnt,TxCnt,FeeTotNtv,HashRate,SplyCur,CapMVRVCur
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,0.0304787720826797,0.0298795116013878,1010934.0,482718.0,127.5893122,608505644.8856747,19589811.74589451,1.991280476371
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,-0.0001356704589465,0.0290735028118364,813324.0,416347.0,117.05381845,493963402.27061075,19590674.24589445,1.983754393826
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,-0.0040047470716462,0.0293358186408547,808917.0,389306.0,85.70416723,509355148.23104286,19591549.24589436,1.972626827535
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,-0.00089382537245,0.0294550124513769,713381.0,348435.0,76.09066339,429363545.3243672,19592286.74589408,1.968589392178
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,0.0687932487453624,0.0355098130794567,756849.0,409400.0,128.0165037,447556920.0629499,19593055.49589401,2.105199604079
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,-0.0179131282288954,0.0366532119649242,902934.0,470829.0,110.41254939,553078470.4920906,19594005.49589394,2.061111820714
2024-01-10,46110.0,47695.93,44300.36,46653.99,89911.41203,0.0117976577748861,0.02895117680778,839431.0,384427.0,82.64575047,483943659.060734,19594836.7458919,2.090437479903
2024-01-11,46654.0,48969.48,45606.06,46339.16,87470.3296,-0.0067481902405345,0.0285333761970944,960999.0,450822.0,102.19403968,629490625.5312515,19595917.99589184,2.06755309096
2024-01-12,46339.16,46515.53,41500.0,42782.73,86327.93707,-0.0767478305605885,0.0429160056205945,987727.0,367870.0,106.05743161,611297256.0323596,19596967.99588868,1.910157143573
2024-01-13,42782.74,43257.0,42436.12,42847.99,36118.47464,0.001525381853846,0.0429597769866901,845713.0,667027.0,131.8837983,578549188.8384776,19597961.74588858,1.911017344621
2024-01-14,42847.99,43079.0,41720.0,41732.35,28228.40894,-0.0260371606696137,0.0438084079694495,722721.0,591106.0,219.67908398,465750289.5618419,19598761.74588853,1.868072683047
2024-01-15,41732.35,43400.43,41718.05,42511.1,40269.89303,0.0186605834562396,0.0319437928920737,786699.0,401054.0,112.7937371,414808852.869068,19599474.24588579,1.895817002527
2024-01-16,42511.1,43578.01,42050.0,43137.95,45045.74589,0.0147455605712389,0.0335593610996281,782242.0,469892.0,126.17373793,454834268.91044486,19600255.49588569,1.915131498731
2024-01-17,43137.94,43198.0,42200.69,42776.1,33266.21388,-0.0083882057445937,0.032321655741701,809220.0,455050.0,103.88545904,440279571.21545494,19601011.74588458,1.892920670298
2024-01-18,42776.09,42930.0,40683.28,41327.5,43907.51641,-0.0338647048234878,0.0332199811683452,897358.0,480795.0,120.55348118,516691726.2546159,19601899.24588451,1.826405496575
2024-01-19,41327.51,42196.86,40280.0,41659.03,48342.74559,0.0080220192365858,0.0201483532297274,806018.0,461325.0,83.78486085,480304987.25683194,19602724.24588441,1.840326498572
2024-01-20,41659.03,41872.56,41456.3,41696.04,15923.99493,0.0008884028264701,0.0201226664812154,817313.0,565601.0,71.44540606,512668948.5237081,19603617.99588432,1.842828285649
2024-01-21,41696.05,41881.39,41500.98,41580.33,11730.16301,-0.002775083677011,0.0175813444607141,767739.0,593968.0,72.44586642,489551346.64456606,19604492.99588423,1.836787376079
2024-01-22,41580.32,41689.65,39431.58,39568.02,55426.19911,-0.0483957198030896,0.0229282877926269,951076.0,451204.0,74.76848331,559487254.0274162,19605492.99588416,1.750703117876
2024-01-23,39568.02,40176.74,38555.0,39897.6,57956.63351,0.0083294539378013,0.0218800109350088,865990.0,368563.0,89.1242877,538506480.3019456,19606455.49587864,1.75685238167
2024-01-24,39897.59,40555.0,39484.19,40084.88,39293.82861,0.0046940166827076,0.0226730019660827,899326.0,368789.0,59.76162066,524519302.8536838,19607392.99587857,1.769398537471
2024-01-25,40084.89,40300.24,39550.0,39961.09,31022.11853,-0.0030881968462921,0.0198606233783745,1101397.0,347123.0,64.07678258,632919954.5134856,19608524.244873,1.759912897525
